"","YEAR","CVEGEO","num_tomas","tomas","num_cartels","menciones_huachicol","carteles_huachicol","pobtot","pobhlindigena","pobanalf","gradoescolar","HomX100","ESTADO","mun_huachicolero","YearFirst","diffYears","lead1","lead2","lead3","lag0","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","ENT","is_neighbor","treated","post","consecutive_cartel","log_hom"
"3484",2019,30117,94,1,5,0,0,23822.4,0.0420086029961074,0.116709133872503,7.68000452023953,50.3727584122506,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,3.93910803998617
"3485",2007,30134,0,0,0,0,0,20730,0.0028373797069071,0.102452241463033,6.848,4.82392667631452,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.76197472089661
"3486",2008,30134,0,0,0,0,0,21021,0.0027723900351381,0.100032565625057,6.952,9.51429522858094,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.35273578157132
"3487",2009,30134,0,0,0,0,0,21312,0.0027074003633691,0.0976128897870806,7.056,4.69219219219219,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.73909544497595
"3488",2010,30134,0,0,0,0,0,21603,0.0026424106916001,0.0951932139491046,7.16,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3489",2011,30134,0,0,3,0,0,21773.2,0.0024803348786103,0.0888263899310375,7.76332438771492,4.59280216045414,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.72148044250761
"3490",2012,30134,0,0,2,0,0,21943.4,0.0023182590656206,0.0824595659129705,8.36664877542984,9.11435784791782,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.31395598347521
"3491",2013,30134,0,0,3,0,0,22113.6,0.0021561832526308,0.0760927418949034,8.96997316314476,31.654728311989,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.48598966336867
"3492",2014,30134,0,0,0,0,0,22283.8,0.001994107439641,0.0697259178768364,9.57329755085968,4.48756495750276,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.70248461568936
"3493",2015,30134,0,0,3,0,0,22454,0.0018320316266512,0.0633590938587694,10.1766219385746,26.7212968736083,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.32220095798953
"3494",2016,30134,0,0,2,0,0,22672,0.0022464851551367,0.0644346734877165,9.76729755085968,4.41072688779111,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.68838344386821
"3495",2017,30134,0,0,1,0,0,22890,0.0026609386836222,0.0655102531166637,9.35797316314476,17.474879860201,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.91641196398232
"3496",2018,30134,0,0,1,0,0,23108,0.0030753922121078,0.0665858327456109,8.94864877542984,34.6200450060585,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.57290854136601
"3497",2019,30134,0,0,2,0,0,23326,0.0034898457405933,0.0676614123745581,8.53932438771492,4.2870616479465,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.66526263747406
"3498",2007,30141,0,0,1,0,0,152013.8,0.0037443193885156,0.217570113907489,5.924,3.28917506173782,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.45609442114799
"3499",2008,30141,0,0,1,0,0,153797.2,0.0041124884442713,0.210632766866055,6.026,0.650206895834254,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0.500900671466343
"3500",2009,30141,0,0,1,0,0,155580.6,0.0044806575000269,0.203695419824622,6.128,2.57101463807184,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.27284976775592
"3501",2010,30141,0,0,3,0,0,157364,0.0048488265557826,0.196758072783188,6.23,3.81281614600544,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.57128239013269
"3502",2011,30141,0,0,4,0,0,158858,0.0045989912403834,0.192201794453951,6.90206007014983,3.1474650316635,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.42249731186271
"3503",2012,30141,0,0,4,0,0,160352,0.0043491559249842,0.187645516124714,7.57412014029965,3.11814009179804,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.41540162740482
"3504",2013,30141,0,0,2,0,0,161846,0.004099320609585,0.183089237795477,8.24618021044948,2.47148523905441,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.2445825251654
"3505",2014,30141,0,0,2,0,0,163340,0.0038494852941858,0.17853295946624,8.9182402805993,3.67331945634872,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.54186962353636
"3506",2015,30141,0,0,5,0,0,164834,0.0035996499787865,0.173976681137002,9.59030035074913,4.24669667665651,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.65759867412496
"3507",2016,30141,0,0,4,0,0,164352.8,0.0036036921771342,0.170663240582954,9.1182402805993,3.65068316450952,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.53701412590683
"3508",2017,30141,0,0,5,0,0,163871.6,0.0036077343754819,0.167349800028905,8.64618021044948,9.76374185642906,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.37618325045418
"3509",2018,30141,0,0,5,0,0,163390.4,0.0036117765738296,0.164036359474856,8.17412014029965,5.50827955620404,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.87307514421234
"3510",2019,30141,0,0,4,0,0,162909.2,0.0036158187721772,0.160722918920807,7.70206007014983,4.91071099729174,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.77676612829233
"3511",2007,30146,0,0,0,0,0,3310.6,0.0009439850641567,0.149078023449492,5.3,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3512",2008,30146,0,0,0,0,0,3374.4,0.0010583238051049,0.142273751592149,5.41,29.6348980559507,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.42213981847339
"3513",2009,30146,0,0,0,0,0,3438.2,0.0011726625460531,0.135469479734805,5.52,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3514",2010,30146,0,0,0,0,0,3502,0.0012870012870012,0.128665207877462,5.63,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3515",2011,30146,0,0,0,0,0,3532.8,0.0011508866572541,0.122715906790556,6.33646494990776,56.6123188405797,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,4.05373641359525
"3516",2012,30146,0,0,0,0,0,3563.6,0.001014772027507,0.11676660570365,7.04292989981552,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3517",2013,30146,0,0,2,0,0,3594.4,0.0008786573977598,0.110817304616744,7.74939484972328,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3518",2014,30146,0,0,2,0,0,3625.2,0.0007425427680127,0.104868003529837,8.45585979963104,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3519",2015,30146,0,0,0,0,0,3656,0.0006064281382656,0.0989187024429315,9.1623247495388,27.3522975929978,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.34470807073461
"3520",2016,30146,0,0,0,0,0,3709.8,0.0011604379523682,0.0980655977924955,8.68985979963104,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3521",2017,30146,0,0,0,0,0,3763.6,0.0017144477664709,0.0972124931420594,8.21739484972328,26.5703050271017,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.31673928870688
"3522",2018,30146,0,0,1,0,0,3817.4,0.0022684575805735,0.0963593884916234,7.74492989981552,26.195840100592,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.30306402412759
"3523",2019,30146,0,0,1,0,0,3871.2,0.0028224673946761,0.0955062838411874,7.27246494990776,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3524",2007,30162,0,0,0,0,0,5886.4,0.0018582394786128,0.231544677903487,4.812,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3525",2008,30162,0,0,0,0,0,6006.6,0.0025885915772912,0.218628492265066,4.968,16.648353477841,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.87064249165332
"3526",2009,30162,0,0,0,0,0,6126.8,0.0033189436759695,0.205712306626645,5.124,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3527",2010,30162,0,0,0,0,0,6247,0.0040492957746478,0.192796120988224,5.28,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3528",2011,30162,0,0,1,0,0,6333,0.0039003751524347,0.188910787184412,5.7656771164785,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3529",2012,30162,0,0,0,0,0,6419,0.0037514545302216,0.185025453380599,6.25135423295701,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3530",2013,30162,0,0,1,0,0,6505,0.0036025339080085,0.181140119576786,6.73703134943551,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3531",2014,30162,0,0,0,0,0,6591,0.0034536132857954,0.177254785772973,7.22270846591402,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3532",2015,30162,0,0,0,0,0,6677,0.0033046926635822,0.17336945196916,7.70838558239252,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3533",2016,30162,0,0,1,0,0,6631.2,0.0035854053835982,0.170075445199601,7.38270846591402,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3534",2017,30162,0,0,1,0,0,6585.4,0.0038661181036143,0.166781438430041,7.05703134943551,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3535",2018,30162,0,0,2,0,0,6539.6,0.0041468308236303,0.163487431660482,6.73135423295701,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3536",2019,30162,0,0,1,0,0,6493.8,0.0044275435436463,0.160193424890923,6.4056771164785,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3537",2007,30168,0,0,0,0,0,13182.8,0.885166417574168,0.325510110492792,4.476,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3538",2008,30168,0,0,0,0,0,13671.2,0.883508134340488,0.317010497043656,4.604,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3539",2009,30168,0,0,0,0,0,14159.6,0.881849851106807,0.308510883594521,4.732,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3540",2010,30168,0,0,0,0,0,14648,0.880191567873126,0.300011270145385,4.86,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3541",2011,30168,0,0,0,0,0,14722,0.87259578433704,0.292284616621997,5.63663662741546,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3542",2012,30168,0,0,0,0,0,14796,0.865000000800955,0.284557963098609,6.41327325483092,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3543",2013,30168,0,0,0,0,0,14870,0.85740421726487,0.276831309575221,7.18990988224639,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3544",2014,30168,0,0,0,0,0,14944,0.849808433728785,0.269104656051833,7.96654650966185,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3545",2015,30168,0,0,0,0,0,15018,0.8422126501927,0.261378002528445,8.74318313707731,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3546",2016,30168,0,0,0,0,0,15283,0.843378559999971,0.253893228861419,8.26054650966185,6.54321795459007,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.02064887540169
"3547",2017,30168,0,0,0,0,0,15548,0.844544469807241,0.246408455194394,7.77790988224639,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
